Soil Moisture,Temperature,Air Humidity (%),Status
59.74,35.27,62.56,ON
33.22,22.69,55.83,ON
69.8,36.95,63.19,ON
22.7,20.49,76.36,OFF
49.56,28.37,64.77,ON
44.58,28.36,67.37,ON
23.66,25.59,64.5,OFF
53.79,33.25,54.86,ON
84.05,41.43,61.89,ON
51.35,28.1,58.74,ON
40.74,32.33,71.68,ON
58.94,34.43,57.57,ON
52.11,25.94,64.76,ON
50.56,30.97,61.45,ON
41.49,26.47,66.17,ON
78.44,39.35,53.5,ON
59.13,33.54,58.24,ON
39.43,24.99,71.07,ON
47.84,33.0,53.04,ON
35.18,25.95,61.02,ON
37.83,28.23,58.63,ON
37.19,28.86,62.15,ON
27.31,21.72,67.31,OFF
65.55,32.84,59.26,ON
44.18,30.5,63.16,ON
61.08,36.11,63.1,ON
36.6,23.23,70.05,ON
48.79,33.66,58.95,ON
35.78,25.26,65.99,ON
64.39,35.7,54.23,ON
45.03,29.64,68.83,ON
35.38,23.67,66.7,ON
17.17,18.42,56.75,OFF
55.51,27.49,61.77,ON
35.83,23.45,61.4,ON
49.68,26.94,68.78,ON
40.17,27.13,60.75,ON
69.08,38.46,53.53,ON
60.88,33.21,57.55,ON
58.94,33.36,51.2,ON
37.68,27.86,55.97,ON
59.33,34.16,62.17,ON
84.3,39.52,52.29,ON
33.36,22.08,72.59,ON
53.45,30.17,56.67,ON
17.02,20.23,68.18,OFF
77.97,36.65,56.33,ON
42.04,28.34,57.26,ON
65.65,34.11,60.25,ON
15.54,20.9,64.22,OFF
85.95,39.18,56.53,ON
42.86,26.01,66.57,ON
60.91,36.82,53.47,ON
53.02,30.96,73.75,ON
44.89,29.57,59.32,ON
83.72,37.92,61.19,ON
17.04,19.36,68.0,OFF
55.97,33.16,60.56,ON
68.21,38.6,57.71,ON
49.4,28.37,59.4,ON
47.64,27.69,63.17,ON
47.15,29.1,62.66,ON
25.45,19.59,69.09,OFF
50.76,30.17,59.99,ON
60.25,32.95,60.07,ON
51.37,31.86,54.48,ON
44.55,31.2,59.83,ON
40.21,28.2,60.11,ON
44.41,29.81,62.33,ON
75.15,37.65,59.28,ON
8.27,16.76,70.0,OFF
50.8,26.25,73.07,ON
43.44,26.26,57.49,ON
79.12,39.17,62.44,ON
51.11,27.04,66.23,ON
79.7,39.4,56.37,ON
7.52,16.45,60.67,OFF
59.19,30.71,63.84,ON
55.6,30.74,59.69,ON
77.81,39.8,57.28,ON
17.17,21.92,59.78,OFF
46.9,25.2,61.96,ON
51.32,30.1,61.41,ON
40.08,28.85,69.57,ON
74.33,36.78,55.8,ON
43.23,28.19,53.55,ON
90.7,39.22,57.88,ON
71.08,35.37,66.26,ON
69.02,39.36,54.89,ON
61.19,31.78,57.2,ON
28.73,20.74,69.17,OFF
41.38,27.71,56.33,ON
61.46,35.01,59.72,ON
63.55,36.45,57.35,ON
76.14,36.81,56.63,ON
40.65,27.64,62.38,ON
32.8,25.93,61.07,ON
67.18,36.45,55.55,ON
33.81,24.05,61.86,ON
67.47,38.67,58.13,ON
73.99,35.82,58.85,ON
59.12,34.15,57.08,ON
42.85,27.81,65.94,ON
50.82,29.07,64.92,ON
61.87,32.28,69.45,ON
50.2,28.89,67.16,ON
93.97,42.3,54.53,ON
30.19,22.02,61.54,ON
29.95,25.38,66.05,OFF
30.46,22.73,60.43,ON
38.21,25.23,68.16,ON
6.42,17.9,67.69,OFF
37.41,26.01,70.48,ON
36.93,23.24,60.62,ON
51.57,28.6,62.58,ON
58.36,32.11,61.76,ON
25.2,21.41,64.02,OFF
68.0,36.9,64.82,ON
86.04,39.28,70.56,ON
45.83,26.82,69.08,ON
81.49,37.43,53.5,ON
53.98,32.01,55.35,ON
89.77,42.9,52.71,ON
72.35,33.36,59.17,ON
18.72,21.86,64.58,OFF
50.37,31.83,54.23,ON
71.09,32.94,62.81,ON
50.61,28.8,60.27,ON
49.26,32.64,61.93,ON
75.4,39.63,68.49,ON
35.8,25.79,55.16,ON
50.35,31.11,60.99,ON
56.47,36.17,58.59,ON
43.32,29.0,62.62,ON
49.6,27.44,63.21,ON
65.5,37.38,58.74,ON
58.66,30.86,55.79,ON
33.83,27.14,63.67,ON
27.92,24.69,62.58,OFF
34.22,27.04,58.33,ON
50.02,33.09,58.42,ON
46.8,26.11,55.11,ON
33.36,24.87,52.08,ON
38.04,30.3,62.81,ON
19.6,22.83,63.88,OFF
58.36,32.86,61.32,ON
49.2,27.71,67.15,ON
24.8,22.65,73.2,OFF
50.57,28.35,66.47,ON
76.85,35.12,62.34,ON
35.2,26.71,63.92,ON
76.3,38.02,63.91,ON
43.53,26.51,59.94,ON
53.96,31.98,58.77,ON
51.96,29.58,55.6,ON
78.03,41.97,56.58,ON
53.17,30.89,58.78,ON
27.16,26.3,66.19,OFF
23.78,20.51,69.13,OFF
